date, pm25, pm10, o3, no2, so2, co
2023/6/30, 45, 16, 33, 7, , 1
2023/1/2, 18, 7, 20, 16, , 
2023/1/3, 20, 7, 20, 8, , 
2023/1/4, 26, 8, 18, 7, , 1
2023/1/5, 26, 14, 8, 11, , 1
2023/1/6, 48, 16, 9, 17, , 1
2023/1/7, 46, 24, 7, 16, , 2
2023/1/8, 41, 21, 2, 38, , 4
2023/1/9, 64, 11, 9, 29, , 2
2023/1/10, 38, 10, 10, 13, , 1
2023/1/11, 27, , , 12, , 1
2023/1/12, 30, , , 12, , 
2023/1/13, 33, , , 13, , 1
2023/1/14, 42, , , 12, , 1
2023/1/15, 47, , , 14, , 1
2023/1/16, 48, , , 20, , 
2023/1/17, 45, , , 22, , 1
2023/1/18, 66, , 17, , , 
2023/1/24, 26, 10, 13, 10, , 1
2023/1/25, 29, 9, 13, 10, , 1
2023/1/26, 32, 11, 16, 13, , 1
2023/1/27, 39, 10, 18, 14, , 
2023/1/28, 29, 7, 14, 13, , 1
2023/1/29, 22, 6, 16, 10, , 
2023/1/30, 21, 10, 15, 11, , 1
2023/1/31, 38, 13, 7, 16, , 
2023/2/1, 42, 14, 11, 19, , 2
2023/2/2, 48, 15, 5, 19, , 2
2023/2/3, 45, 10, 4, 13, , 2
2023/2/4, 35, 13, 7, 13, , 1
2023/2/5, 45, 9, 17, 9, , 1
2023/2/6, 28, 11, 14, 11, , 2
2023/2/7, 38, 10, 20, 8, , 1
2023/2/8, 33, 11, 20, 13, , 1
2023/2/9, 32, 13, 23, 9, , 1
2023/2/10, 40, 10, 23, 10, , 1
2023/2/11, 36, 8, 27, 8, , 1
2023/2/12, 26, 8, 14, 12, , 1
2023/2/13, 18, 6, 25, 7, , 
2023/2/14, 19, 8, 27, 7, , 1
2023/2/15, 19, 7, 16, 12, , 1
2023/2/16, 24, 18, 13, 31, , 2
2023/2/17, 55, 16, 19, 23, , 1
2023/2/18, 50, 12, 17, 22, , 2
2023/2/19, 43, , , , , 
2023/2/25, 39, 9, 19, 12, , 2
2023/2/26, 32, 12, 21, 7, , 
2023/2/27, 36, 8, 25, 9, , 1
2023/2/28, 21, 8, 27, 6, , 
2023/3/1, 17, 8, 25, 9, , 1
2023/3/2, 18, 10, 23, 11, , 1
2023/3/3, 19, 7, 20, 15, , 
2023/3/4, 22, 8, 22, 12, , 1
2023/3/5, 31, 7, 20, 13, , 1
2023/3/6, 25, 10, 22, 12, , 1
2023/3/7, 31, 15, 17, 24, , 2
2023/3/8, 44, 7, , 9, , 2
2023/3/9, 22, 11, , , , 
2023/3/12, 23, 9, 26, 12, , 1
2023/3/13, 26, 10, 24, 13, , 2
2023/3/14, 32, 14, 26, 13, , 1
2023/3/15, 40, 20, 20, 13, , 1
2023/3/16, 39, 8, 28, 8, , 1
2023/3/17, 23, 20, 21, 22, , 2
2023/3/18, 32, 21, 15, 29, , 2
2023/3/19, 36, 19, 18, 29, , 3
2023/3/20, 39, 15, 26, 17, , 1
2023/3/21, 40, 9, 18, 11, , 2
2023/3/22, 26, 11, 27, 12, , 1
2023/3/23, 32, 15, 22, 12, , 2
2023/3/24, 44, 11, 12, 14, , 2
2023/3/25, 40, 11, , 17, , 2
2023/3/26, 36, 10, , 14, , 3
2023/3/27, 24, 31, , 10, , 2
2023/3/28, 22, 18, , 22, , 
2023/3/29, 37, 11, 13, 11, , 2
2023/3/30, 25, 20, 18, 10, , 1
2023/3/31, 26, 27, 19, 15, , 2
2022/10/1, 41, 7, 13, 11, , 1
2022/10/2, 18, 10, 18, 13, , 1
2022/10/3, 27, 11, 14, 15, , 
2022/10/4, 26, 7, 7, 11, , 
2022/10/5, 20, 13, 6, 9, , 1
2022/10/6, 21, 17, 11, , , 
2022/10/8, 38, , , 11, , 
2022/10/9, 40, , , 10, , 2
2022/10/10, 26, , 12, , , 
2022/10/12, 55, 18, 9, 12, , 2
2022/10/13, 34, 27, 3, 14, , 4
2022/10/14, 48, 17, 7, 19, , 2
2022/10/15, 51, 30, 20, 18, , 1
2022/10/16, 53, 17, 16, 13, , 1
2022/10/17, 54, 10, 13, 12, , 2
2022/10/18, 31, 8, 10, 13, , 1
2022/10/19, 19, 13, 13, 10, , 1
2022/10/20, 26, 14, 11, 12, , 1
2022/10/21, 27, 12, 5, 15, , 1
2022/10/22, 36, 17, 7, 16, , 1
2022/10/23, 43, 16, 16, 10, , 1
2022/10/24, 36, 41, 7, 20, 1, 3
2022/10/25, 46, 35, 5, 27, , 2
2022/10/26, 49, 43, 1, 26, 1, 2
2022/10/27, 54, 20, 2, 16, , 1
2022/10/28, 44, 6, 7, 11, , 2
2022/10/29, 21, 7, 24, 7, , 1
2022/10/30, 14, 9, 23, , , 
2022/11/4, 35, , , 9, , 
2022/11/5, 32, , , 9, , 
2022/11/6, 32, , , , , 
2022/11/12, 11, 12, 26, 6, 2, 
2022/11/13, 16, 22, 25, 7, 1, 
2022/11/14, 18, 29, 25, 16, , 1
2022/11/15, 28, 21, 7, 20, , 1
2022/11/16, 44, 17, 12, 21, , 1
2022/11/17, 41, 12, 12, 12, , 
2022/11/18, 32, 14, 6, 16, , 1
2022/11/19, 45, 14, 7, 15, , 1
2022/11/20, 47, 11, 2, 15, , 1
2022/11/21, 43, 11, 2, 17, , 2
2022/11/22, 31, 5, 3, 13, , 2
2022/11/23, 22, 12, 8, 13, , 1
2022/11/24, 49, 10, 14, 12, , 
2022/11/25, 36, 10, 10, 12, , 
2022/11/26, 35, 11, 5, 14, , 1
2022/11/27, 39, 16, 13, 22, , 1
2022/11/28, 53, 21, 13, 28, , 3
2022/11/29, 58, 39, , 38, 1, 5
2022/11/30, 90, 53, , 47, 2, 12
2022/12/1, 118, 44, , 38, 1, 8
2022/12/2, 99, 23, 3, 31, , 1
2022/12/3, 60, , 3, 19, , 1
2022/12/4, 42, , , , , 
2022/12/7, 37, , 8, 17, , 1
2022/12/8, 48, , 2, 20, , 3
2022/12/9, 57, , , 23, , 3
2022/12/10, 57, , 2, 12, , 2
