date, pm25, pm10, o3, no2, so2, co
2022/2/25, 28, 13, 11, 18, , 1
2022/2/26, 25, 11, 1, 8, , 
2022/2/27, 22, 12, , 22, , 1
2022/2/28, 26, , , , , 
2021/10/1, 55, 18, , 20, , 2
2021/10/2, 73, 17, , 16, , 2
2021/10/3, 77, 19, , 17, , 3
2021/11/1, 112, 48, , 29, , 8
2021/11/2, 102, 22, , 19, , 1
2021/11/3, 62, 16, , 17, , 2
2021/11/4, 47, 20, , 19, , 1
2021/11/5, 54, 11, , 10, , 
2021/11/6, 22, 8, , 12, , 
2021/11/7, 23, 11, , 20, , 2
2021/11/8, 37, 11, , 11, , 1
2021/11/9, 26, 14, , 17, , 1
2021/11/10, 32, 12, , 17, , 1
2021/11/11, 40, 17, , 16, , 1
2021/11/12, 60, 8, , 14, , 2
2021/11/13, 41, 22, , 17, , 1
2021/11/14, 31, 20, , 14, , 1
2021/11/15, 30, 30, , 15, , 1
2021/11/16, 27, 34, , 17, , 1
2021/11/17, 37, 29, , 18, , 1
2021/11/18, 61, 14, , 17, , 1
2021/11/19, 49, 7, , 13, , 1
2021/11/20, 25, 5, , 14, , 1
2021/11/21, 27, 4, , 13, , 1
2021/11/22, 28, 5, , 21, , 1
2021/11/23, 35, 11, , 20, , 1
2021/11/24, 22, 4, , 18, , 1
2021/11/25, 30, 7, , 25, , 1
2021/11/26, 52, 9, , 19, , 1
2021/11/27, 51, 6, , 14, 1, 
2021/11/28, 43, 10, , 21, , 2
2021/11/29, 49, 14, , 12, , 1
2021/11/30, 26, 4, , 14, , 1
2021/12/1, 29, 4, , 19, , 1
2021/12/2, 36, 9, , 21, , 2
2021/12/3, 54, 4, , 13, , 1
2021/12/4, 28, 9, , 24, , 2
2021/12/5, 52, 15, , 23, , 1
2021/12/6, 59, 7, , 23, , 3
2021/12/7, 47, 10, , 19, , 1
2021/12/8, 52, 10, , 23, , 2
2021/12/9, 49, 14, , 29, , 2
2021/12/10, 58, 13, , 25, , 1
2021/12/11, 57, 17, , 20, , 1
2021/12/12, 66, 16, , 19, , 2
2021/12/13, 63, 21, , 23, , 4
2021/12/14, 75, 11, , 22, , 2
2021/12/15, 53, 3, , 16, , 2
2021/12/16, 19, 6, , 22, , 2
2021/12/17, 31, 3, , 17, , 1
2021/12/18, 20, 5, , 16, , 1
2021/12/19, 22, 6, , 13, , 1
2021/12/20, 31, 6, , 19, , 1
2021/12/21, 35, 9, , 24, , 2
2021/12/22, 44, 7, , 22, , 1
2021/12/23, 36, 7, , 20, , 1
2021/12/24, 41, 11, , 17, , 1
2021/12/25, 47, 4, , 19, , 1
2021/12/26, 31, 7, , 15, , 1
2021/12/27, 42, 11, , 23, , 2
2021/12/28, 61, 24, , 29, , 3
2021/12/29, 82, 15, , 27, , 3
2021/12/30, 64, 9, , 15, , 1
2021/12/31, 50, 10, , 11, , 2
2022/1/1, 44, 3, , 9, , 
2022/1/2, 19, 6, , 17, , 1
2021/7/1, 40, 10, 10, 8, , 
2021/7/2, 35, 7, 10, 6, , 
2021/7/3, 34, 14, 11, 7, , 1
2021/7/4, 41, 16, 19, 7, , 1
2021/7/5, 48, 21, 23, 13, , 1
2021/7/6, 61, 26, 22, 17, , 1
2021/7/7, 69, 32, 42, 24, , 2
2021/7/8, 73, 28, 27, 21, , 2
2021/7/9, 69, 26, 27, 14, , 1
2021/7/10, 64, 15, 24, 8, , 1
2021/7/11, 59, 23, 28, 12, , 1
2021/7/12, 66, 33, 37, 19, , 2
2021/7/13, 74, 33, 36, 19, , 1
2021/7/14, 73, 37, 18, 27, , 2
2021/7/15, 83, 24, 24, 18, , 2
2021/7/16, 64, 28, 16, 21, , 2
2021/7/17, 69, 24, 24, 17, , 2
2021/7/18, 64, 19, 7, 14, , 1
2021/7/19, 48, 13, 10, 9, , 1
2021/7/20, 40, 12, 8, 13, , 1
2021/7/21, 39, 9, 8, 8, , 1
2021/7/22, 27, 15, 5, 10, , 1
2021/7/23, 40, 10, 9, 9, , 1
2021/7/24, 36, 16, 9, 14, , 2
2021/7/25, 57, 19, 13, 16, , 1
2021/7/26, 57, 21, 23, 19, , 2
2021/7/27, 65, 26, 4, 22, , 1
2021/7/28, 71, 17, 10, 11, , 1
2021/7/29, 55, 20, 5, 21, , 2
2021/7/30, 65, 18, 14, 9, , 1
2021/7/31, 44, 21, 7, 13, 1, 1
2021/8/1, 66, 26, 3, 17, 1, 2
2021/8/2, 79, 12, 6, 8, , 
2021/8/3, 33, 13, 14, 14, , 1
2021/8/4, 38, 19, 5, 24, , 2
2021/8/5, 56, 25, 13, 23, , 2
2021/8/6, 68, 31, 10, 18, , 3
2021/8/7, 74, 26, 4, 21, , 2
2021/8/8, 71, 34, 28, 22, , 5
2021/8/9, 94, 40, 8, 21, , 2
2021/8/10, 84, 26, 5, 24, , 2
2021/8/11, 64, 25, 7, 17, , 2
2021/8/12, 62, 18, 8, 11, 1, 1
2021/8/13, 39, 22, 13, 12, 1, 1
2021/8/14, 51, 22, 14, 13, , 1
2021/8/15, 56, 27, 14, 15, , 2
2021/8/16, 68, 37, 17, 25, , 5
