date, pm25, pm10, o3, no2, so2, co
2022/8/18, 61, 30, , , , 
2022/8/19, 47, 31, , , , 1
2022/8/20, 57, 43, , , , 2
2022/8/21, 89, 46, , , , 3
2022/8/22, 94, 45, , , , 2
2022/8/23, 84, 42, , , , 3
2022/8/24, 63, 47, , , , 5
2022/8/25, 70, 49, , , , 5
2022/8/26, 78, 59, , , , 6
2022/8/27, 102, 57, , , , 5
2022/8/28, 121, 43, , , , 2
2022/8/29, 70, 31, , , , 1
2022/8/30, 53, 16, , , , 
2022/8/31, 27, 12, , , , 
2022/9/1, 19, 12, , , , 
2022/9/2, 23, 13, , 16, , 
2022/9/3, 28, 12, , 15, , 1
2022/9/4, 28, 14, , 17, , 1
2022/9/5, 30, 11, , 12, , 
2022/9/6, 25, 10, , 14, , 
2022/9/7, 28, 18, , 13, , 
2022/9/8, 30, 30, , 18, , 1
2022/9/9, 36, 83, , 25, 1, 7
2022/9/10, 59, 55, , 25, 1, 6
2022/9/11, 66, 44, , 19, , 1
2022/9/12, 50, 45, , 17, , 1
2022/9/13, 40, 21, , 17, , 1
2022/9/14, 44, 28, , 18, , 2
2022/9/15, 43, 39, , 20, , 2
2022/9/16, 52, 19, , 15, , 1
2022/9/17, 41, 33, , 17, , 1
2022/9/18, 46, 11, , 11, , 
2022/9/19, 28, 21, , 10, , 1
2022/9/20, 39, 67, , 20, , 3
2022/9/21, 54, 45, , 17, , 1
2022/9/22, 46, 56, , 17, , 1
2022/9/23, 42, 7, , 12, , 1
2022/9/24, 25, 19, , 11, , 1
2022/9/25, 34, 14, , 12, , 2
2022/9/26, 39, 51, , 16, , 3
2022/9/27, 50, 22, , 15, , 1
2022/9/28, 36, 33, , 19, , 2
2022/9/29, 53, 30, , 17, , 2
2022/9/30, 57, 23, , 19, , 2
2022/5/30, 46, 24, 14, 22, , 2
2022/5/31, 51, 31, 28, 21, , 2
2022/6/1, 54, 27, 32, 15, , 1
2022/6/2, 47, 24, 26, 14, , 1
2022/6/3, 45, 29, 31, 12, , 1
2022/6/4, 36, 35, 28, 18, , 3
2022/6/5, 45, 28, 20, 13, , 1
2022/6/6, 38, 36, , 14, , 1
2022/6/7, 37, 44, , 23, , 3
2022/6/8, 54, 53, 8, 31, , 4
2022/6/9, 64, 40, 34, 17, , 2
2022/6/10, 50, 43, 28, 23, , 2
2022/6/11, 56, 26, 31, 16, , 2
2022/6/12, 54, 35, 24, 18, , 2
2022/6/13, 50, 29, 33, 17, , 2
2022/6/14, 48, 18, 16, 4, , 1
2022/6/15, 25, 25, , 7, , 1
2022/6/16, 30, 26, , 16, , 1
2022/6/17, 39, 22, , 13, , 1
2022/6/18, 35, 30, , 9, , 1
2022/6/19, 42, 17, , 8, , 1
2022/6/20, 34, 20, , 21, , 2
2022/6/21, 47, 16, , 11, , 1
2022/6/22, 38, 20, , 7, , 1
2022/6/23, 36, 25, , 13, , 1
2022/6/24, 43, 26, , 15, , 2
2022/6/25, 53, 31, , 19, , 3
2022/6/26, 62, 34, , 20, , 3
2022/6/27, 61, 19, , 12, , 1
2022/6/28, 42, 13, , 11, , 1
2022/6/29, 33, 25, , 16, , 2
2022/6/30, 40, 14, , 8, , 1
2022/1/3, 40, 18, , 22, , 3
2022/1/4, 60, 17, , 21, , 3
2022/1/5, 57, 10, , 20, , 2
2022/1/6, 34, 7, , 10, , 1
2022/1/7, 28, 10, , 13, , 1
2022/1/8, 38, 12, , 14, , 1
2022/1/9, 44, 13, , 22, , 2
2022/1/10, 48, 12, , 16, , 1
2022/1/11, 44, 11, , 17, , 2
2022/1/12, 43, 12, , 28, , 3
2022/1/13, 45, 6, , 12, , 1
2022/1/14, 19, 9, , 10, , 1
2022/1/15, 31, 7, , 10, , 1
2022/1/16, 28, 11, , 16, , 1
2022/1/17, 39, 13, , 17, , 2
2022/1/18, 48, 11, , 21, , 2
2022/1/19, 39, 11, , 12, , 1
2022/1/20, 41, 19, , 16, , 2
2022/1/21, 63, 20, , 23, , 2
2022/1/22, 62, 22, , 20, , 3
2022/1/23, 67, 24, , 36, , 5
2022/1/24, 70, 11, , 25, , 2
2022/1/25, 45, 13, , 24, , 2
2022/1/26, 47, 9, , 21, , 2
2022/1/27, 31, 14, , 15, , 2
2022/1/28, 50, 36, , 35, 1, 6
2022/1/29, 96, 7, , 12, , 2
2022/1/30, 27, 16, , 19, , 2
2022/1/31, 56, 13, , 21, , 2
2022/2/1, 47, 10, , 16, , 1
2022/2/2, 39, 28, , 39, , 4
2022/2/3, 73, 24, , 36, , 4
2022/2/4, 66, 21, , 39, , 4
2022/2/5, 62, 20, , 27, , 3
2022/2/6, 65, 20, , 26, , 3
2022/2/7, 59, 11, , 19, , 2
2022/2/8, 38, 9, , 18, , 2
2022/2/9, 31, 8, , 18, , 1
2022/2/10, 28, 10, , 16, , 1
2022/2/11, 32, 9, , 13, , 1
2022/2/12, 30, 10, , 10, , 1
2022/2/13, 32, 14, , 12, 1, 1
2022/2/14, 44, 18, , 17, 1, 2
2022/2/15, 57, 19, , 17, 1, 2
2022/2/16, 53, 17, , 11, , 2
2022/2/17, 55, 11, , 15, , 2
2022/2/18, 39, 8, , 12, , 1
2022/2/19, 30, 8, , 10, , 1
2022/2/20, 28, 11, , 14, , 1
2022/2/21, 36, , , , , 
2022/2/23, 36, 24, , 19, , 2
2022/2/24, 39, 30, , 24, 1, 2
2022/2/25, 48, 23, , 22, , 2
2022/2/26, 45, 20, , 11, 1, 1
2022/2/27, 34, 17, , 25, , 2
2022/2/28, 41, , , , , 
2021/10/1, 59, 39, 9, 27, 1, 5
2021/10/2, 71, 36, 4, 22, 1, 4
2021/10/3, 73, 38, , 25, 1, 5
2021/10/4, 76, 22, , 16, , 2
2021/10/5, 53, 23, , 18, 1, 2
2021/10/6, 54, 43, , 37, 1, 7
2021/10/7, 78, 60, , 50, 2, 11
2021/10/8, 98, 60, , 57, 2, 13
2021/10/9, 107, 46, , 39, 1, 8
2021/10/10, 89, 49, , 46, 1, 8
2021/10/11, 83, 39, , 30, 1, 3
2021/10/12, 72, 33, , 19, 1, 2
2021/10/13, 73, 31, , 22, 1, 3
2021/10/14, 71, 15, , 11, , 2
2021/10/15, 36, 20, , 11, , 2
2021/10/16, 50, 14, , 13, , 2
2021/10/17, 44, 10, , 12, , 2
2021/10/18, 29, 11, , 12, , 1
2021/10/19, 30, 10, , 11, , 1
2021/10/20, 26, 18, , 11, , 1
2021/10/21, 53, 30, , 8, , 1
2021/10/22, 45, 17, , 10, , 1
2021/10/23, 41, 8, , 8, , 1
2021/10/24, 29, 16, , 18, , 2
2021/10/25, 39, 18, , 15, , 1
2021/10/26, 44, 23, , 15, , 2
2021/10/27, 58, 11, , 13, , 1
2021/10/28, 40, 14, , 20, , 2
2021/10/29, 41, 15, 16, , , 1
2021/10/30, 45, 18, 11, , , 1
2021/10/31, 56, 40, 10, , 1, 5
2021/11/1, 83, 43, 1, , 1, 10
2021/11/2, 104, 17, 8, , , 2
2021/11/3, 58, 20, 10, , , 2
2021/11/4, 53, 19, 9, , , 2
