date, pm25, pm10, o3, no2, so2, co
2023/1/21, 17, 13, , 18, , 1
2023/1/22, 40, 12, , 19, , 
2023/1/23, 36, 7, , 21, , 1
2023/1/24, 20, 6, , 16, , 1
2023/1/25, 18, 6, , 15, , 1
2023/1/26, 20, 5, , 16, , 1
2023/1/27, 19, 9, , 20, , 1
2023/1/28, 31, 5, , 19, , 
2023/1/29, 17, 4, , 12, , 1
2023/1/30, 11, 7, , 12, , 
2023/1/31, 25, 9, , 15, , 1
2023/2/1, 37, 11, , 17, , 1
2023/2/2, 39, 11, , 18, , 1
2023/2/3, 39, 8, , 19, , 2
2023/2/4, 28, 6, , 13, , 2
2023/2/5, 23, 9, , 18, , 3
2023/2/6, 30, 10, , 20, , 
2023/2/7, 34, 6, , 19, , 
2023/2/8, 19, 6, , 21, , 1
2023/2/9, 19, 7, , 11, , 1
2023/2/10, 26, 7, , 12, , 1
2023/2/11, 24, 5, , 10, , 1
2023/2/12, 18, 5, , 26, , 1
2023/2/13, 14, 6, , 13, , 1
2023/2/14, 17, 4, , 11, , 
2023/2/15, 13, 4, , 14, , 1
2023/2/16, 19, 11, , 23, , 1
2023/2/17, 43, 9, , 17, , 1
2023/2/18, 34, 9, , 12, , 
2023/2/19, 31, 14, , 20, , 1
2023/2/20, 50, 22, , 24, , 1
2023/2/21, 67, 18, , 16, 1, 1
2023/2/22, 56, 11, , 18, , 1
2023/2/23, 37, 11, , 20, , 2
2023/2/24, 36, 10, , 19, , 1
2023/2/25, 32, 5, , 9, , 1
2023/2/26, 20, 7, , 12, , 1
2023/2/27, 26, 5, , 17, , 1
2023/2/28, 14, 5, , 15, , 1
2023/3/1, 11, 4, , 15, , 
2023/3/2, 11, 6, , 19, , 1
2023/3/3, 12, 5, , 20, , 1
2023/3/4, 14, 6, , 14, , 
2023/3/5, 22, 6, , 22, , 1
2023/3/6, 18, 6, , 17, , 1
2023/3/7, 20, 13, , 25, 1, 3
2023/3/8, 39, , , , , 
2023/3/11, 20, 4, , 12, , 1
2023/3/12, 15, 7, , 16, , 
2023/3/13, 22, 8, , 19, , 
2023/3/14, 22, 11, , 13, 1, 1
2023/3/15, 28, 15, , 23, , 3
2023/3/16, 44, 12, , 14, , 1
2023/3/17, 16, 17, , 18, , 
2023/3/18, 22, 18, , 26, 2, 1
2023/3/19, 29, 24, , 35, 1, 4
2023/3/20, 40, 17, , 26, , 1
2023/3/21, 26, 7, , 12, , 2
2023/3/22, 22, , , , , 
2023/3/25, 21, 11, , 18, 1, 3
2023/3/26, 36, 8, , 18, , 1
2023/3/27, 17, 17, , 18, , 1
2023/3/28, 24, 11, , 12, , 1
2023/3/29, 20, 12, , 16, , 2
2023/3/30, 17, 15, , 14, , 1
2023/3/31, 21, 15, , 17, , 2
2022/10/2, 22, 10, , 11, 1, 1
2022/10/3, 26, 7, , 10, 1, 
2022/10/4, 19, 3, , 11, , 1
2022/10/5, 12, 8, , 12, 1, 
2022/10/6, 25, 8, , 13, 1, 1
2022/10/7, 20, 8, , 13, 1, 1
2022/10/8, 23, 7, , 17, 1, 1
2022/10/9, 28, 6, , 23, 1, 1
2022/10/10, 18, 15, , 14, 1, 1
2022/10/11, 39, 23, , 22, 2, 5
2022/10/12, 58, 9, , 26, 3, 8
2022/10/13, 25, 12, , 18, 1, 2
2022/10/14, 31, 15, , 23, 1, 3
2022/10/15, 41, 11, , 26, 1, 2
2022/10/16, 34, 10, , 20, 1, 2
2022/10/17, 34, 11, , 16, , 1
2022/10/18, 36, 8, , 17, 1, 1
2022/10/19, 25, 7, , 19, 1, 1
2022/10/20, 18, 7, , 13, 1, 1
2022/10/21, 21, 8, , 19, , 2
2022/10/22, 23, 11, , 20, 1, 1
2022/10/23, 37, 8, , 15, 1, 2
2022/10/24, 24, 16, , 16, 1, 1
2022/10/25, 39, 10, , 26, 1, 3
2022/10/26, 29, 13, , 18, , 2
2022/10/27, 41, 10, , 18, 1, 2
2022/10/28, 31, 4, , 15, , 1
2022/10/29, 14, 2, , 15, , 1
2022/10/30, 6, 4, , 8, , 1
2022/10/31, 13, 6, , 7, , 
2022/11/1, 13, 9, , 13, , 1
2022/11/2, 23, 3, , 18, , 
2022/11/3, 7, , , 10, , 1
2022/11/12, 6, 4, , 10, , 1
2022/11/13, 9, 6, , 5, , 
2022/11/14, 11, 4, , 10, , 
2022/11/15, 7, 16, , 8, , 
2022/11/16, 52, 9, , 34, 3, 10
2022/11/17, 32, 6, , 23, 1, 2
2022/11/18, 23, 10, , 14, , 1
2022/11/19, 39, 13, , 15, 1, 2
2022/11/20, 44, 9, , 15, , 1
2022/11/21, 36, 6, , 14, , 1
2022/11/22, 23, 5, , 12, , 
2022/11/23, 19, 8, , 13, , 2
2022/11/24, 33, 7, , 12, , 1
2022/11/25, 31, 7, , 11, , 1
2022/11/26, 29, 8, , 12, , 1
2022/11/27, 33, 9, , 12, , 
2022/11/28, 38, 11, , 12, , 1
2022/11/29, 42, 21, , 15, , 1
2022/11/30, 66, 33, , 25, 1, 3
2022/12/1, 93, 25, , 30, 2, 5
2022/12/2, 76, 13, , 24, 1, 3
2022/12/3, 48, 9, , 20, , 1
2022/12/4, 32, 9, , 21, , 1
2022/12/5, 33, 7, , 26, , 1
2022/12/6, 22, 8, , 27, , 1
2022/12/7, 28, 9, , 22, 1, 1
2022/12/8, 31, 13, , 15, , 1
2022/12/9, 48, 15, , 18, , 2
2022/12/10, 51, 6, , 18, 1, 1
2022/12/11, 20, 5, , 14, , 1
2022/12/12, 19, 5, , 16, , 1
2022/12/13, 16, 7, , 16, , 1
2022/12/14, 28, 7, , 20, 1, 1
2022/12/15, 27, 9, , 21, , 1
2022/12/16, 39, 9, , 19, , 2
2022/12/17, 39, 6, , 18, , 1
2022/12/18, 27, 7, , 13, 1, 1
2022/12/19, 30, 5, , 23, , 1
2022/12/20, 21, 11, , 23, , 1
2022/12/21, 44, 7, , 25, 1, 2
2022/12/22, 28, 8, , 19, , 2
2022/12/23, 33, 8, , 16, 1, 2
2022/12/24, 33, 5, , 15, 1, 2
2022/12/25, 19, 5, , 21, , 1
2022/12/26, 18, 6, , 19, , 
2022/12/27, 24, 8, , 16, , 
2022/12/28, 32, 7, , 19, 1, 1
2022/12/29, 28, 10, , 24, 1, 2
2022/12/30, 41, 8, , 20, 1, 1
2022/12/31, 31, 6, , 16, 1, 2
2023/1/1, 22, 2, , 10, , 1
2022/7/1, 22, 7, , 18, , 3
2022/7/2, 28, 8, , 18, , 2
2022/7/3, 34, 11, , 24, , 3
2022/7/4, 43, 14, , 29, , 3
2022/7/5, 53, 13, , 24, , 3
2022/7/6, 51, 11, , 23, , 2
2022/7/7, 49, 3, , 16, , 1
2022/7/8, 14, 11, , 26, , 4
2022/7/9, 42, 8, , 17, , 2
2022/7/10, 31, 7, , 13, , 2
2022/7/11, 31, 5, , 11, , 1
2022/7/12, 23, 8, , 21, , 5
2022/7/13, 34, 9, , 24, , 3
2022/7/14, 42, 3, , 13, , 2
2022/7/15, 14, 5, , 15, , 1
2022/7/16, 20, 6, , 18, , 2
2022/7/17, 25, 6, , 20, , 2
2022/7/18, 23, 3, , 10, , 1
2022/7/19, 12, 4, , 15, , 
2022/7/20, 16, 11, , 13, , 
2022/7/21, 17, 14, , 16, , 2
2022/7/22, 25, 25, , 22, , 3
2022/7/23, 46, 26, , 22, , 5
2022/7/24, 42, 21, , 25, , 2
2022/7/25, 40, 18, , 19, , 1
2022/7/26, 38, 30, , 23, , 5
2022/7/27, 61, 22, , 25, , 3
2022/7/28, 45, 9, , 11, , 2
2022/7/29, 13, 11, , 15, , 2
2022/7/30, 15, 20, , 24, , 3
2022/7/31, 35, 22, , 23, , 3
2022/8/1, 35, 26, , 25, 1, 4
2022/8/2, 40, 29, , 26, , 2
2022/8/3, 47, 29, , 25, , 4
2022/8/4, 48, 34, , 27, , 4
2022/8/5, 53, 33, , 23, , 3
2022/8/6, 53, 25, , 26, , 2
2022/8/7, 42, 12, , 20, , 2
2022/8/8, 23, 10, , 16, , 2
2022/8/9, 19, , , 15, , 2
2022/5/29, 29, 18, , 24, , 1
2022/5/30, 25, 18, , 28, , 2
2022/5/31, 36, 20, , 20, , 4
2022/6/1, 42, 17, , 19, , 1
2022/6/2, 32, 16, , 20, , 1
2022/6/3, 32, 16, , 18, , 1
2022/6/4, 23, 22, , 21, , 4
2022/6/5, 35, 15, , 19, , 1
2022/6/6, 23, 14, , 19, , 2
2022/6/7, 22, 30, , 28, 1, 5
2022/6/8, 40, 29, , 35, , 4
2022/6/9, 52, 14, , 24, , 2
2022/6/10, 37, 17, , 28, , 4
2022/6/11, 43, 12, , 16, , 3
2022/6/12, 40, 11, , 23, , 3
2022/6/13, 34, 12, , 21, , 2
2022/6/14, 38, 4, , 9, , 1
2022/6/15, 10, 5, , 12, , 
2022/6/16, 15, 7, , 21, , 2
2022/6/17, 23, 5, , 16, , 2
2022/6/18, 20, 6, , 14, , 1
2022/6/19, 24, 4, , 11, , 1
2022/6/20, 16, 7, , 23, , 2
2022/6/21, 30, 6, , 14, , 2
2022/6/22, 25, 6, , 15, , 1
2022/6/23, 24, 7, , 19, , 2
2022/6/24, 31, 10, , 20, , 4
2022/6/25, 44, 11, , 21, , 4
2022/6/26, 45, 14, , 24, 1, 5
2022/6/27, 57, 9, , 18, , 2
2022/6/28, 32, 6, , 18, 1, 1
2022/6/29, 22, 8, , 21, , 3
2022/6/30, 29, 6, , 14, , 2
2022/1/3, 16, 12, , 20, 1, 3
2022/1/4, 43, 11, , 22, 1, 2
2022/1/5, 37, 8, , 24, 1, 2
2022/1/6, 20, 3, , 13, 1, 1
2022/1/7, 8, 6, , 15, 1, 1
2022/1/8, 17, 8, , 18, 1, 2
2022/1/9, 24, 7, , 23, 1, 2
2022/1/10, 25, 6, , 15, 1, 1
2022/1/11, 21, 5, , 18, 1, 2
2022/1/12, 18, 7, , 29, , 3
2022/1/13, 23, 3, , 17, , 1
2022/1/14, 9, 4, , 10, , 1
2022/1/15, 11, 3, , 15, , 1
2022/1/16, 9, 6, , 18, , 2
2022/1/17, 28, 7, , 16, , 2
2022/1/18, 27, 7, , 23, , 2
2022/1/19, 18, 6, , 16, , 1
2022/1/20, 22, 13, , 22, 1, 3
2022/1/21, 48, 13, , 23, 1, 2
2022/1/22, 43, 16, , 21, , 3
2022/1/23, 53, 22, , 32, 1, 4
2022/1/24, 63, 7, , 28, , 2
2022/1/25, 25, 7, , 24, , 2
2022/1/26, 24, 4, , 24, 1, 2
2022/1/27, 12, 10, , 23, 1, 2
2022/1/28, 34, 27, , 31, 1, 5
2022/1/29, 75, 5, , 17, , 2
2022/1/30, 21, 11, , 20, , 2
2022/1/31, 36, 10, , 25, , 2
2022/2/1, 33, 6, , 19, , 2
2022/2/2, 20, 23, , 39, 1, 4
2022/2/3, 62, 19, , 38, 1, 4
2022/2/4, 51, 15, , 37, 1, 4
2022/2/5, 49, 15, , 33, , 3
2022/2/6, 51, 16, , 32, 1, 3
2022/2/7, 46, 7, , 25, , 2
2022/2/8, 23, 6, , 23, , 2
2022/2/9, 15, 5, , 25, , 2
2022/2/10, 13, 6, , 23, 1, 2
2022/2/11, 14, 5, , 18, 1, 1
2022/2/12, 10, 6, , 17, 2, 1
2022/2/13, 13, 8, , 18, , 2
2022/2/14, 25, 14, , 25, 1, 2
2022/2/15, 43, 14, , 21, 1, 2
2022/2/16, 33, 11, , 19, 1, 1
2022/2/17, 39, 7, , 21, , 2
2022/2/18, 21, 4, , 16, , 1
2022/2/19, 11, 5, , 12, , 1
2022/2/20, 9, 7, , 16, , 1
2022/2/21, 15, , , , , 
2022/2/23, 14, 15, , 25, , 2
2022/2/24, 20, 18, , 27, , 2
2022/2/25, 24, 20, , 26, , 2
2022/2/26, 23, 14, , 12, , 1
2022/2/27, 11, 20, , 23, 1, 2
2022/2/28, 18, , , , , 
