date, pm25, pm10, o3, no2, so2, co
2022/10/8, 20, 5, , 11, , 3
2022/10/9, 22, 4, , 21, , 4
2022/10/10, 17, 8, , 28, , 9
2022/10/11, 34, 12, , 23, , 10
2022/10/12, 49, 6, , 22, , 6
2022/10/13, 27, 6, , 20, , 5
2022/10/14, 28, 8, , 18, , 6
2022/10/15, 38, 5, , 11, , 4
2022/10/16, 26, 4, , 9, , 2
2022/10/17, 23, 3, , 12, , 3
2022/10/18, 17, 2, , 21, , 3
2022/10/19, 15, 3, , 21, , 3
2022/10/20, 18, 3, , 17, , 3
2022/10/21, 20, 4, , 15, , 4
2022/10/22, 19, 4, , 15, , 3
2022/10/23, 21, 6, , 18, , 5
2022/10/24, 29, 10, , 28, , 8
2022/10/25, 47, 4, , 20, , 4
2022/10/26, 23, 5, , 18, , 3
2022/10/27, 28, 3, , 13, , 6
2022/10/28, 21, 4, , 8, , 5
2022/10/29, 14, 5, , 7, , 2
2022/10/30, 7, 10, , 12, , 2
2022/10/31, 16, 11, , 10, , 2
2022/11/1, 9, 43, , 25, , 6
2022/11/2, 40, 34, , 21, , 5
2022/11/3, 26, 32, , 20, , 5
2022/11/4, 36, 26, , 18, , 5
2022/11/5, 26, 11, , 11, , 6
2022/11/6, 24, 8, , 10, , 5
2022/11/7, 25, 7, , 10, , 4
2022/11/8, 23, 9, , 8, , 5
2022/11/9, 27, 9, , 4, , 2
2022/11/10, 30, , , , , 
2022/11/12, 5, 20, , 8, , 2
2022/11/13, 9, 35, , 17, , 3
2022/11/14, 17, 20, , 18, , 3
2022/11/15, 15, 17, , 25, , 6
2022/11/16, 38, 16, , 27, , 8
2022/11/17, 42, 8, , 19, , 4
2022/11/18, 22, 19, , 17, , 6
2022/11/19, 39, 12, , 15, , 5
2022/11/20, 38, 12, , 18, , 5
2022/11/21, 41, 6, , 12, , 5
2022/11/22, 18, 7, , 15, , 5
2022/11/23, 17, 12, , 17, , 5
2022/11/24, 41, 8, , , , 5
2022/11/25, 30, 7, , , , 5
2022/11/26, 27, 9, , , , 6
2022/11/27, 35, 9, , , , 3
2022/11/28, 29, 13, , , , 2
2022/11/29, 40, 21, , , , 4
2022/11/30, 56, 34, , , , 9
2022/12/1, 81, 38, , , , 7
2022/12/2, 87, 14, , , , 3
2022/12/3, 43, 12, , , , 3
2022/12/4, 29, 17, , , , 4
2022/12/5, 34, 7, , , , 3
2022/12/6, 14, 11, , , , 4
2022/12/7, 24, 12, , 19, , 4
2022/12/8, 32, 15, , 16, , 5
2022/12/9, 43, 20, , 17, , 6
2022/12/10, 50, 7, , 14, , 5
2022/12/11, 23, 6, , 13, , 3
2022/12/12, 14, 5, , 13, , 4
2022/12/13, 18, 8, , 15, , 4
2022/12/14, 26, 9, , 16, , 4
2022/12/15, 24, 10, , 16, , 4
2022/12/16, 35, 11, , 18, , 4
2022/12/17, 37, 6, , 18, , 4
2022/12/18, 29, 6, , 14, , 4
2022/12/19, 24, 7, , 17, , 4
2022/12/20, 24, 12, , 23, , 3
2022/12/21, 38, 7, , 12, , 3
2022/12/22, 29, 8, , 13, , 3
2022/12/23, 31, 9, , 12, , 4
2022/12/24, 34, 6, , 21, , 2
2022/12/25, 16, 9, , 23, , 2
2022/12/26, 24, 6, , 14, , 2
2022/12/27, 17, 8, , 18, , 3
2022/12/28, 25, 12, , 18, , 3
2022/12/29, 29, 12, , 17, , 5
2022/12/30, 36, 7, , 13, , 5
2022/12/31, 25, 5, , 5, , 3
2023/1/1, 17, 2, , 6, , 2
2022/7/1, 30, 11, , 23, , 4
2022/7/2, 41, 11, , 22, , 3
2022/7/3, 41, 13, , 29, , 4
2022/7/4, 52, 14, , 27, , 4
2022/7/5, 53, 14, , 20, , 3
2022/7/6, 53, 10, , 18, , 2
2022/7/7, 40, 7, , 21, , 2
2022/7/8, 33, 14, , 32, , 5
2022/7/9, 52, , , , , 
2022/8/29, 17, 19, , 12, , 
2022/8/30, 41, 5, , 8, , 1
2022/8/31, 21, 3, , 7, , 1
2022/9/1, 9, 3, , 8, , 1
2022/9/2, 10, 4, , 11, , 1
2022/9/3, 17, 4, , 13, , 1
2022/9/4, 18, 5, , 15, , 2
2022/9/5, 20, 3, , 14, , 1
2022/9/6, 12, 3, , 9, , 
2022/9/7, 13, 4, , 14, , 1
2022/9/8, 16, 6, , 19, , 2
2022/9/9, 25, 12, , 17, , 6
2022/9/10, 48, 9, , 19, , 3
2022/9/11, 38, 9, , 16, , 
2022/9/12, 36, 6, , 15, , 
2022/9/13, 25, 3, , 11, , 
2022/9/14, 16, 4, , 12, , 1
2022/9/15, 18, 5, , 15, , 1
2022/9/16, 24, 5, , 7, , 
2022/9/17, 20, 4, , 11, , 
2022/9/18, 21, 2, , 6, , 
2022/9/19, 8, 4, , 6, , 
2022/9/20, 18, 7, , 18, , 4
2022/9/21, 33, 6, , 18, , 1
2022/9/22, 28, 5, , 21, , 2
2022/9/23, 21, 1, , 14, , 2
2022/9/24, 7, 4, , 9, , 2
2022/9/25, 19, 3, , 9, , 2
2022/9/26, 15, 4, , 14, , 3
2022/9/27, 20, 4, , 18, , 3
2022/9/28, 17, 7, , 16, , 3
2022/9/29, 30, 8, , 17, , 3
2022/9/30, 36, 6, , 17, , 4
2022/5/29, 15, 21, , 16, , 2
2022/5/30, 26, 15, , 22, , 2
2022/5/31, 29, 20, , 21, , 3
2022/6/1, 39, 17, , 16, , 1
2022/6/2, 30, 14, , 15, , 2
2022/6/3, 41, 14, , 12, , 2
2022/6/4, 30, 14, , 17, , 2
2022/6/5, 47, 10, , 20, , 2
2022/6/6, 44, 10, , 22, , 3
2022/6/7, 41, 13, , 27, , 3
2022/6/8, 50, 15, , 29, , 4
2022/6/9, 60, 15, , 25, , 3
2022/6/10, 60, 16, , 29, , 4
2022/6/11, 63, 11, , 20, , 2
2022/6/12, 46, 10, , 16, , 1
2022/6/13, 43, 9, , 12, , 1
2022/6/14, 40, 6, , 5, , 
2022/6/15, 28, 7, , 7, , 
2022/6/16, 30, 9, , 14, , 1
2022/6/17, 39, 8, , 13, , 
2022/6/18, 36, 10, , 7, , 
2022/6/19, 42, 6, , 8, , 
2022/6/20, 28, 9, , 22, , 2
2022/6/21, 41, 9, , 18, , 1
2022/6/22, 35, 10, , 18, , 
2022/6/23, 35, 12, , 23, , 1
2022/6/24, 48, 16, , 23, , 2
2022/6/25, 58, 18, , 28, , 4
2022/6/26, 63, 18, , 24, , 2
2022/6/27, 66, 13, , 23, , 1
2022/6/28, 49, 9, , 21, , 
2022/6/29, 38, 13, , 23, , 2
2022/6/30, 49, 8, , 18, , 1
2022/1/3, 21, 12, , 20, , 3
2022/1/4, 44, 11, , 18, , 4
2022/1/5, 40, 4, , 13, , 2
2022/1/6, 15, 3, , 9, , 1
2022/1/7, 10, 6, , 11, , 1
2022/1/8, 18, 8, , 15, , 1
2022/1/9, 24, 8, , 27, , 2
2022/1/10, 31, 8, , 25, , 2
2022/1/11, 28, 9, , 26, , 3
2022/1/12, 31, 7, , 22, , 3
2022/1/13, 26, 2, , 13, , 2
2022/1/14, 9, 5, , 16, , 2
2022/1/15, 14, 3, , 13, , 2
2022/1/16, 11, 5, , 11, , 2
2022/1/17, 24, 9, , 20, , 3
2022/1/18, 30, 6, , 18, , 3
