date, pm25, pm10, o3, no2, so2, co
2023/4/24, 52, 42, 28, , 1, 2
2023/4/25, 46, 15, 19, , , 1
2023/4/26, 22, 33, 32, , 1, 2
2023/4/27, 42, 28, 10, , , 2
2023/4/28, 40, 11, 23, , , 2
2023/4/29, 20, 26, 25, , 1, 3
2023/4/30, 36, 10, 20, , , 1
2023/5/1, 21, 16, 27, , , 1
2023/5/2, 20, 24, 21, , , 1
2023/5/3, 32, 17, 26, , , 2
2023/5/4, 21, 19, 22, , , 1
2023/5/5, 23, 14, 13, , , 1
2023/5/6, 20, , , , , 
2023/5/8, 24, 31, 32, , 1, 5
2023/5/9, 42, 32, 30, , , 2
2023/5/10, 44, 33, 21, , , 3
2023/5/11, 42, 32, 38, , , 3
2023/5/12, 42, 40, 40, , , 4
2023/5/13, 44, 17, 27, , , 2
2023/5/14, 24, 23, 29, , 1, 2
2023/5/15, 29, 38, 28, , 1, 4
2023/5/16, 38, 36, 37, , 1, 2
2023/5/17, 40, 44, 41, , 1, 3
2023/5/18, 52, 18, 25, , , 1
2023/5/19, 26, 17, 20, , , 1
2023/5/20, 21, 14, 19, , , 2
2023/5/21, 26, 32, 19, , 1, 4
2023/5/22, 52, 34, 13, , 2, 3
2023/5/23, 50, 31, 18, , 1, 3
2023/5/24, 45, 40, 6, , 1, 5
2023/5/25, 60, 39, 25, , 1, 6
2023/5/26, 50, 23, 26, , , 2
2023/5/27, 25, 14, 24, , , 1
2023/5/28, 19, 18, 32, , , 2
2023/5/29, 22, 29, 35, , , 3
2023/5/30, 35, 20, 18, , , 2
2023/5/31, 24, 23, 27, , 1, 2
2023/6/1, 26, 28, 29, , 1, 2
2023/6/2, 37, 12, 12, , , 2
2023/6/3, 18, 15, 11, , , 1
2023/6/4, 20, 17, 20, , , 1
2023/6/5, 25, 18, 26, , , 2
2023/6/6, 23, 27, 25, , , 2
2023/6/7, 31, 24, 35, , , 1
2023/6/8, 32, 31, 29, , , 2
2023/6/9, 40, 22, 19, , , 1
2023/6/10, 20, 16, 25, 16, , 1
2023/6/11, 22, 19, 25, 17, , 1
2023/6/12, 21, 34, 30, 24, , 1
2023/6/13, 34, 38, 34, 28, , 2
2023/6/14, 39, 40, 33, 31, , 2
2023/6/15, 45, 34, 38, 31, , 2
2023/6/16, 49, 30, 32, 26, , 2
2023/6/17, 47, 27, 31, 18, , 1
2023/6/18, 31, 17, 34, 18, , 1
2023/6/19, 23, 26, 26, 16, , 1
2023/6/20, 31, 16, 27, 10, , 1
2023/6/21, 25, 27, 33, 19, , 2
2023/6/22, 38, 25, 13, 24, 1, 3
2023/6/23, 43, 13, 19, 12, , 2
2023/6/24, 21, 18, 33, 16, 1, 1
2023/6/25, 31, 29, 30, 20, 1, 3
2023/6/26, 43, 21, 28, 16, 1, 1
2023/6/27, 33, 19, 25, 13, , 1
2023/6/28, 30, 15, 22, 17, , 1
2023/6/29, 28, 20, 13, 22, , 2
2023/6/30, 36, 16, 26, 14, , 2
2023/1/2, 18, 7, 16, 9, , 2
2023/1/3, 19, 7, 16, 4, , 1
2023/1/4, 22, 9, 15, 7, , 2
2023/1/5, 25, 14, 5, 8, 2, 2
2023/1/6, 42, 17, 9, 12, 2, 3
2023/1/7, 46, 18, 2, 17, 1, 4
2023/1/8, 46, 21, 3, 16, 3, 3
2023/1/9, 48, 15, 8, 11, 2, 2
2023/1/10, 32, 11, 16, 10, 1, 1
2023/1/11, 23, 16, 14, 9, 1, 2
2023/1/12, 28, 12, 13, 5, , 1
2023/1/13, 25, 21, 8, 9, , 1
2023/1/14, 36, 22, 11, 6, , 1
2023/1/15, 40, 27, 11, 7, , 1
2023/1/16, 43, 17, 6, 9, , 2
2023/1/17, 39, , , , , 
2023/1/21, 33, 21, 10, 9, 1, 2
2023/1/22, 44, 17, 12, 9, 1, 2
2023/1/23, 39, 14, 9, 9, , 2
2023/1/24, 27, 11, 9, 7, , 1
2023/1/25, 25, 12, 7, 8, , 1
2023/1/26, 28, 8, 13, 7, , 2
2023/1/27, 25, 17, 12, 10, 1, 3
2023/1/28, 39, 11, 12, 8, , 2
2023/1/29, 21, 7, 17, 4, , 1
2023/1/30, 18, 12, 16, 4, , 2
2023/1/31, 29, 14, 10, 7, , 2
2023/2/1, 38, 17, 7, 8, , 2
2023/2/2, 46, 19, 2, 9, 1, 2
2023/2/3, 52, 13, 2, 8, 1, 2
2023/2/4, 33, 11, 5, 6, , 2
2023/2/5, 29, 12, 13, 9, , 2
2023/2/6, 30, 15, 8, 10, , 2
2023/2/7, 34, 12, 15, 7, , 1
2023/2/8, 25, 10, 15, 8, , 1
2023/2/9, 22, 14, 18, 5, 1, 1
2023/2/10, 33, 13, 18, 4, , 1
2023/2/11, 30, 9, 19, 6, , 1
2023/2/12, 21, 9, 8, 10, , 2
2023/2/13, 17, 9, 18, 5, , 1
2023/2/14, 19, 8, 20, 3, , 1
2023/2/15, 17, 9, 16, 6, , 1
2023/2/16, 19, 16, 13, 11, 1, 2
2023/2/17, 39, 18, 15, 10, 1, 2
2023/2/18, 38, 15, 16, 8, 1, 1
2023/2/19, 35, 21, 13, 10, 1, 2
2023/2/20, 51, 32, 17, 11, 3, 3
2023/2/21, 67, 26, 15, 7, 3, 2
2023/2/22, 58, 16, 17, 7, 1, 1
2023/2/23, 38, 16, 16, 7, 1, 1
2023/2/24, 40, 15, 7, 6, , 2
2023/2/25, 32, 10, 14, 4, , 1
2023/2/26, 23, 11, 17, 3, , 1
2023/2/27, 26, 8, 22, 4, , 1
2023/2/28, 16, 8, 22, 3, , 1
2023/3/1, 14, 8, 20, 4, , 1
2023/3/2, 15, 9, 18, 5, , 1
2023/3/3, 16, 8, 14, 6, , 1
2023/3/4, 17, 10, 18, 4, , 1
2023/3/5, 20, 10, 13, 6, , 1
2023/3/6, 18, 10, 18, 6, , 1
2023/3/7, 21, 18, 16, 10, , 3
2023/3/8, 34, , , , , 
2023/3/11, 28, 8, 22, 4, , 1
2023/3/12, 19, 10, 24, 4, , 1
2023/3/13, 19, 12, 24, 4, , 1
2023/3/14, 23, 16, 25, 4, 1, 2
2023/3/15, 30, 23, 11, 9, , 4
2023/3/16, 45, 12, 25, 2, , 1
2023/3/17, 17, 24, 20, 7, 2, 2
2023/3/18, 27, 25, 13, 9, 2, 2
2023/3/19, 29, 29, 13, 11, , 3
2023/3/20, 29, 26, 20, 7, , 2
2023/3/21, 29, 14, 13, 4, , 1
2023/3/22, 20, 21, 22, 4, , 1
2023/3/23, 24, 17, 22, 4, , 2
2023/3/24, 33, 16, 11, 6, , 2
2023/3/25, 33, 12, 8, 6, , 2
2023/3/26, 27, 7, 15, 5, , 2
2023/3/27, 14, , , 27, , 
2023/3/29, 30, 15, 11, , , 2
2023/3/30, 24, 16, 16, , , 2
2023/3/31, 24, 19, 17, 20, , 3
2022/10/1, 46, 9, 19, 16, , 1
2022/10/2, 17, 13, 19, 7, , 1
2022/10/3, 28, 12, 18, 7, , 1
2022/10/4, 23, 8, 13, 7, , 1
2022/10/5, 18, 14, 5, 8, , 2
2022/10/6, 30, 16, 20, 6, , 1
2022/10/7, 28, 17, 14, 8, , 1
2022/10/8, 28, 17, 27, 7, , 1
2022/10/9, 30, 14, 19, 6, , 1
2022/10/10, 24, 17, 15, 12, , 2
2022/10/11, 26, , , , , 
2022/10/13, 26, 25, 7, 14, , 3
2022/10/14, 36, 27, 6, 16, , 3
2022/10/15, 40, 20, 26, 11, , 2
2022/10/16, 33, 20, 21, 10, , 2
2022/10/17, 37, 13, 18, 8, , 2
2022/10/18, 29, 12, 15, 10, , 2
2022/10/19, 21, 11, 15, 8, , 1
2022/10/20, 20, 16, 14, 10, , 2
2022/10/21, 24, 15, 8, 11, , 2
2022/10/22, 25, 19, 9, 10, , 3
2022/10/23, 37, 13, 18, 8, , 2
2022/10/24, 28, 27, 8, 16, 1, 4
